"","Batch","TIMESTAMP","pH","EC","DO","Temp","CO2","Reactor_information","Experiment"
"9258","PW1MMW16","4/1/2016 20:50",7.831,0.768,6.361,14.94,15.37,"Traditional 1","UAMMW"
"9259","PW1MMW16","4/1/2016 21:00",7.83,0.769,6.347,14.75,15.37,"Traditional 1","UAMMW"
"9260","PW1MMW16","4/1/2016 21:10",7.828,0.77,6.344,14.58,15.37,"Traditional 1","UAMMW"
"9261","PW1MMW16","4/1/2016 21:20",7.827,0.77,6.349,14.39,15.37,"Traditional 1","UAMMW"
"9262","PW1MMW16","4/1/2016 21:30",7.825,0.77,6.359,14.19,15.37,"Traditional 1","UAMMW"
"9263","PW1MMW16","4/1/2016 21:40",7.824,0.771,6.381,13.99,15.37,"Traditional 1","UAMMW"
"9264","PW1MMW16","4/1/2016 21:50",7.825,0.772,6.41,13.8,15.37,"Traditional 1","UAMMW"
"9265","PW1MMW16","4/1/2016 22:00",7.827,0.774,6.45,13.63,15.37,"Traditional 1","UAMMW"
"9266","PW1MMW16","4/1/2016 22:10",7.83,0.774,6.495,13.45,15.37,"Traditional 1","UAMMW"
"9267","PW1MMW16","4/1/2016 22:20",7.83,0.775,6.545,13.26,15.37,"Traditional 1","UAMMW"
"9268","PW1MMW16","4/1/2016 22:30",7.83,0.776,6.594,13.07,15.37,"Traditional 1","UAMMW"
"9269","PW1MMW16","4/1/2016 22:40",7.83,0.775,6.647,12.89,15.37,"Traditional 1","UAMMW"
"9270","PW1MMW16","4/1/2016 22:50",7.831,0.775,6.699,12.71,15.37,"Traditional 1","UAMMW"
"9271","PW1MMW16","4/1/2016 23:00",7.834,0.776,6.762,12.53,15.37,"Traditional 1","UAMMW"
"9272","PW1MMW16","4/1/2016 23:10",7.837,0.777,6.819,12.34,15.37,"Traditional 1","UAMMW"
"9273","PW1MMW16","4/1/2016 23:20",7.839,0.777,6.879,12.18,15.37,"Traditional 1","UAMMW"
"9274","PW1MMW16","4/1/2016 23:30",7.842,0.777,6.937,12,15.37,"Traditional 1","UAMMW"
"9275","PW1MMW16","4/1/2016 23:40",7.843,0.777,6.996,11.83,15.37,"Traditional 1","UAMMW"
"9276","PW1MMW16","4/1/2016 23:50",7.845,0.777,7.059,11.66,15.37,"Traditional 1","UAMMW"
"9277","PW1MMW16","4/2/2016 0:00",7.847,0.778,7.12,11.49,15.37,"Traditional 1","UAMMW"
"9278","PW1MMW16","4/2/2016 0:10",7.851,0.778,7.187,11.32,15.37,"Traditional 1","UAMMW"
"9279","PW1MMW16","4/2/2016 0:20",7.853,0.778,7.25,11.15,15.37,"Traditional 1","UAMMW"
"9280","PW1MMW16","4/2/2016 0:30",7.857,0.778,7.315,10.98,15.37,"Traditional 1","UAMMW"
"9281","PW1MMW16","4/2/2016 0:40",7.861,0.778,7.374,10.8,15.37,"Traditional 1","UAMMW"
"9282","PW1MMW16","4/2/2016 0:50",7.864,0.778,7.437,10.64,15.37,"Traditional 1","UAMMW"
"9283","PW1MMW16","4/2/2016 1:00",7.868,0.779,7.498,10.47,15.37,"Traditional 1","UAMMW"
"9284","PW1MMW16","4/2/2016 1:10",7.872,0.779,7.569,10.3,15.37,"Traditional 1","UAMMW"
"9285","PW1MMW16","4/2/2016 1:20",7.875,0.78,7.632,10.16,15.37,"Traditional 1","UAMMW"
"9286","PW1MMW16","4/2/2016 1:30",7.877,0.78,7.697,10,15.37,"Traditional 1","UAMMW"
"9287","PW1MMW16","4/2/2016 1:40",7.881,0.78,7.759,9.84,15.37,"Traditional 1","UAMMW"
"9288","PW1MMW16","4/2/2016 1:50",7.883,0.78,7.816,9.69,15.37,"Traditional 1","UAMMW"
"9289","PW1MMW16","4/2/2016 2:00",7.886,0.78,7.875,9.51,15.37,"Traditional 1","UAMMW"
"9290","PW1MMW16","4/2/2016 2:10",7.889,0.78,7.937,9.34,15.37,"Traditional 1","UAMMW"
"9291","PW1MMW16","4/2/2016 2:20",7.893,0.78,7.993,9.19,15.37,"Traditional 1","UAMMW"
"9292","PW1MMW16","4/2/2016 2:30",7.897,0.78,8.05,9.04,15.37,"Traditional 1","UAMMW"
"9293","PW1MMW16","4/2/2016 2:40",7.902,0.78,8.11,8.89,15.37,"Traditional 1","UAMMW"
"9294","PW1MMW16","4/2/2016 2:50",7.906,0.781,8.17,8.74,15.37,"Traditional 1","UAMMW"
"9295","PW1MMW16","4/2/2016 3:00",7.91,0.781,8.23,8.6,15.37,"Traditional 1","UAMMW"
"9296","PW1MMW16","4/2/2016 3:10",7.913,0.781,8.29,8.44,15.37,"Traditional 1","UAMMW"
"9297","PW1MMW16","4/2/2016 3:20",7.916,0.781,8.35,8.26,15.37,"Traditional 1","UAMMW"
"9298","PW1MMW16","4/2/2016 3:30",7.919,0.781,8.4,8.12,15.37,"Traditional 1","UAMMW"
"9299","PW1MMW16","4/2/2016 3:40",7.923,0.781,8.46,7.979,15.37,"Traditional 1","UAMMW"
"9300","PW1MMW16","4/2/2016 3:50",7.925,0.781,8.52,7.849,15.37,"Traditional 1","UAMMW"
"9301","PW1MMW16","4/2/2016 4:00",7.93,0.782,8.57,7.733,15.37,"Traditional 1","UAMMW"
"9302","PW1MMW16","4/2/2016 4:10",7.933,0.782,8.63,7.58,15.37,"Traditional 1","UAMMW"
"9303","PW1MMW16","4/2/2016 4:20",7.937,0.782,8.69,7.457,15.37,"Traditional 1","UAMMW"
"9304","PW1MMW16","4/2/2016 4:30",7.94,0.782,8.74,7.342,15.37,"Traditional 1","UAMMW"
"9305","PW1MMW16","4/2/2016 4:40",7.943,0.782,8.79,7.21,15.37,"Traditional 1","UAMMW"
"9306","PW1MMW16","4/2/2016 4:50",7.946,0.782,8.85,7.058,15.37,"Traditional 1","UAMMW"
"9307","PW1MMW16","4/2/2016 5:00",7.95,0.782,8.89,6.928,15.37,"Traditional 1","UAMMW"
"9308","PW1MMW16","4/2/2016 5:10",7.952,0.782,8.94,6.806,15.37,"Traditional 1","UAMMW"
"9309","PW1MMW16","4/2/2016 5:20",7.956,0.783,9,6.699,15.37,"Traditional 1","UAMMW"
"9310","PW1MMW16","4/2/2016 5:30",7.96,0.783,9.05,6.573,15.37,"Traditional 1","UAMMW"
"9311","PW1MMW16","4/2/2016 5:40",7.963,0.781,9.1,6.446,15.37,"Traditional 1","UAMMW"
"9312","PW1MMW16","4/2/2016 5:50",7.966,0.781,9.14,6.325,15.37,"Traditional 1","UAMMW"
"9313","PW1MMW16","4/2/2016 6:00",7.97,0.781,9.19,6.208,15.37,"Traditional 1","UAMMW"
"9314","PW1MMW16","4/2/2016 6:10",7.974,0.781,9.25,6.094,15.37,"Traditional 1","UAMMW"
"9315","PW1MMW16","4/2/2016 6:20",7.98,0.781,9.33,5.967,15.37,"Traditional 1","UAMMW"
"9316","PW1MMW16","4/2/2016 6:30",7.991,0.782,9.46,5.873,15.37,"Traditional 1","UAMMW"
"9317","PW1MMW16","4/2/2016 6:40",8.01,0.783,9.65,5.806,15.37,"Traditional 1","UAMMW"
"9318","PW1MMW16","4/2/2016 6:50",8.03,0.785,9.89,5.79,15.53,"Traditional 1","UAMMW"
"9319","PW1MMW16","4/2/2016 7:00",7.905,0.784,10.18,5.791,15.53,"Traditional 1","UAMMW"
"9320","PW1MMW16","4/2/2016 7:10",7.944,0.781,10.49,5.815,15.53,"Traditional 1","UAMMW"
"9321","PW1MMW16","4/2/2016 7:20",7.998,0.788,10.85,5.892,15.53,"Traditional 1","UAMMW"
"9322","PW1MMW16","4/2/2016 7:30",7.991,0.798,11.22,5.993,15.72,"Traditional 1","UAMMW"
"9323","PW1MMW16","4/2/2016 7:40",7.93,0.802,11.63,6.16,15.72,"Traditional 1","UAMMW"
"9324","PW1MMW16","4/2/2016 7:50",8,0.804,12.05,6.341,15.72,"Traditional 1","UAMMW"
"9325","PW1MMW16","4/2/2016 8:00",7.971,0.806,12.46,6.555,15.91,"Traditional 1","UAMMW"
"9326","PW1MMW16","4/2/2016 8:10",7.96,0.808,12.86,6.842,15.91,"Traditional 1","UAMMW"
"9327","PW1MMW16","4/2/2016 8:20",8.01,0.81,13.26,7.168,16.12,"Traditional 1","UAMMW"
"9328","PW1MMW16","4/2/2016 8:30",7.945,0.813,13.64,7.513,16.12,"Traditional 1","UAMMW"
"9329","PW1MMW16","4/2/2016 8:40",8.02,0.813,14.03,7.922,16.39,"Traditional 1","UAMMW"
"9330","PW1MMW16","4/2/2016 8:50",7.91,0.812,14.38,8.39,16.47,"Traditional 1","UAMMW"
"9331","PW1MMW16","4/2/2016 9:00",7.981,0.81,14.75,8.86,16.47,"Traditional 1","UAMMW"
"9332","PW1MMW16","4/2/2016 9:10",7.966,0.809,15.06,9.38,16.67,"Traditional 1","UAMMW"
"9333","PW1MMW16","4/2/2016 9:20",7.96,0.808,15.34,9.88,16.67,"Traditional 1","UAMMW"
"9334","PW1MMW16","4/2/2016 9:30",8,0.807,15.57,10.4,16.88,"Traditional 1","UAMMW"
"9335","PW1MMW16","4/2/2016 9:40",7.983,0.805,15.78,10.94,16.88,"Traditional 1","UAMMW"
"9336","PW1MMW16","4/2/2016 9:50",7.977,0.798,15.97,11.47,17.09,"Traditional 1","UAMMW"
"9337","PW1MMW16","4/2/2016 10:00",8.01,0.793,16.12,12.02,17.28,"Traditional 1","UAMMW"
"9338","PW1MMW16","4/2/2016 10:10",7.983,0.792,16.25,12.59,17.28,"Traditional 1","UAMMW"
"9339","PW1MMW16","4/2/2016 10:20",7.984,0.796,16.49,13.14,17.47,"Traditional 1","UAMMW"
"9340","PW1MMW16","4/2/2016 10:30",7.993,0.799,16.69,13.7,17.65,"Traditional 1","UAMMW"
"9341","PW1MMW16","4/2/2016 10:40",7.998,0.797,16.81,14.28,17.84,"Traditional 1","UAMMW"
"9342","PW1MMW16","4/2/2016 10:50",8,0.797,17.13,14.86,18.02,"Traditional 1","UAMMW"
"9343","PW1MMW16","4/2/2016 11:00",7.998,0.794,17.34,15.39,18.21,"Traditional 1","UAMMW"
"9344","PW1MMW16","4/2/2016 11:10",7.997,0.791,17.64,15.92,18.4,"Traditional 1","UAMMW"
"9345","PW1MMW16","4/2/2016 11:20",7.997,0.784,17.81,16.45,18.58,"Traditional 1","UAMMW"
"9346","PW1MMW16","4/2/2016 11:30",8,0.781,17.93,16.97,18.76,"Traditional 1","UAMMW"
"9347","PW1MMW16","4/2/2016 11:40",8.01,0.783,18.12,17.46,18.94,"Traditional 1","UAMMW"
"9348","PW1MMW16","4/2/2016 11:50",8.01,0.787,18.31,17.91,19.3,"Traditional 1","UAMMW"
"9349","PW1MMW16","4/2/2016 12:00",7.996,0.785,18.74,18.34,19.48,"Traditional 1","UAMMW"
"9350","PW1MMW16","4/2/2016 12:10",8.01,0.779,18.94,18.84,19.66,"Traditional 1","UAMMW"
"9351","PW1MMW16","4/2/2016 12:20",8.01,0.783,19.07,19.27,20.01,"Traditional 1","UAMMW"
"9352","PW1MMW16","4/2/2016 12:30",8,0.786,19.42,19.66,20.19,"Traditional 1","UAMMW"
"9353","PW1MMW16","4/2/2016 12:40",8.02,0.788,19.56,20.04,20.53,"Traditional 1","UAMMW"
"9354","PW1MMW16","4/2/2016 12:50",7.998,0.784,19.5,20.34,20.72,"Traditional 1","UAMMW"
"9355","PW1MMW16","4/2/2016 13:00",8.02,0.779,20.05,20.64,20.99,"Traditional 1","UAMMW"
"9356","PW1MMW16","4/2/2016 13:10",8,0.773,19.7,20.93,21.26,"Traditional 1","UAMMW"
"9357","PW1MMW16","4/2/2016 13:20",8.01,0.806,20.23,21.29,21.49,"Traditional 1","UAMMW"
"9358","PW1MMW16","4/2/2016 13:30",8,0.8,20.08,21.64,21.81,"Traditional 1","UAMMW"
"9359","PW1MMW16","4/2/2016 13:40",8.02,0.795,20.22,21.97,22.06,"Traditional 1","UAMMW"
"9360","PW1MMW16","4/2/2016 13:50",8,0.799,20.01,22.21,22.36,"Traditional 1","UAMMW"
"9361","PW1MMW16","4/2/2016 14:00",8.02,0.826,19.6,22.43,22.63,"Traditional 1","UAMMW"
"9362","PW1MMW16","4/2/2016 14:10",8,0.818,19.63,22.69,22.9,"Traditional 1","UAMMW"
"9363","PW1MMW16","4/2/2016 14:20",8.02,0.807,19.26,22.89,23.26,"Traditional 1","UAMMW"
"9364","PW1MMW16","4/2/2016 14:30",8,0.783,19.66,23.16,23.45,"Traditional 1","UAMMW"
"9365","PW1MMW16","4/2/2016 14:40",8.02,0.772,19.5,23.39,23.8,"Traditional 1","UAMMW"
"9366","PW1MMW16","4/2/2016 14:50",8,0.769,19.04,23.5,23.98,"Traditional 1","UAMMW"
"9367","PW1MMW16","4/2/2016 15:00",8.01,0.76,19.51,23.66,24.21,"Traditional 1","UAMMW"
"9368","PW1MMW16","4/2/2016 15:10",8,0.756,18.48,23.81,24.52,"Traditional 1","UAMMW"
"9369","PW1MMW16","4/2/2016 15:20",8.01,0.744,17.72,23.95,24.7,"Traditional 1","UAMMW"
"9370","PW1MMW16","4/2/2016 15:30",8.02,0.731,18.49,24,25.04,"Traditional 1","UAMMW"
"9371","PW1MMW16","4/2/2016 15:40",8,0.706,17.98,23.99,25.25,"Traditional 1","UAMMW"
"9372","PW1MMW16","4/2/2016 15:50",8,0.682,17.61,24.03,25.44,"Traditional 1","UAMMW"
"9373","PW1MMW16","4/2/2016 16:00",8.01,0.67,17.71,23.95,25.62,"Traditional 1","UAMMW"
"9374","PW1MMW16","4/2/2016 16:10",8,0.658,17.68,23.98,25.83,"Traditional 1","UAMMW"
"9375","PW1MMW16","4/2/2016 16:20",8.01,0.657,17.02,23.99,26.02,"Traditional 1","UAMMW"
"9376","PW1MMW16","4/2/2016 16:30",8,0.657,16.44,23.96,26.21,"Traditional 1","UAMMW"
"9377","PW1MMW16","4/2/2016 16:40",8,0.657,16.44,23.82,26.4,"Traditional 1","UAMMW"
"9378","PW1MMW16","4/2/2016 16:50",7.996,0.659,16.14,23.64,26.6,"Traditional 1","UAMMW"
"9379","PW1MMW16","4/2/2016 17:00",8,0.722,15.56,23.41,26.78,"Traditional 1","UAMMW"
"9380","PW1MMW16","4/2/2016 17:10",8.01,0.736,15.07,23.07,26.94,"Traditional 1","UAMMW"
"9381","PW1MMW16","4/2/2016 17:20",8,0.731,14.56,22.79,26.94,"Traditional 1","UAMMW"
"9382","PW1MMW16","4/2/2016 17:30",7.989,0.727,14.24,22.57,27.11,"Traditional 1","UAMMW"
"9383","PW1MMW16","4/2/2016 17:40",8.02,0.727,13.81,22.35,27.28,"Traditional 1","UAMMW"
"9384","PW1MMW16","4/2/2016 17:50",7.971,0.73,13.26,22.2,27.28,"Traditional 1","UAMMW"
"9385","PW1MMW16","4/2/2016 18:00",8.02,0.731,12.89,21.97,27.28,"Traditional 1","UAMMW"
"9386","PW1MMW16","4/2/2016 18:10",7.997,0.731,12.49,21.71,27.43,"Traditional 1","UAMMW"
"9387","PW1MMW16","4/2/2016 18:20",7.966,0.731,11.84,21.3,27.43,"Traditional 1","UAMMW"
"9388","PW1MMW16","4/2/2016 18:30",7.982,0.732,11.09,20.82,27.43,"Traditional 1","UAMMW"
"9389","PW1MMW16","4/2/2016 18:40",7.989,0.734,10.51,20.4,27.43,"Traditional 1","UAMMW"
"9390","PW1MMW16","4/2/2016 18:50",7.988,0.736,9.94,19.97,27.43,"Traditional 1","UAMMW"
"9391","PW1MMW16","4/2/2016 19:00",7.982,0.739,9.44,19.58,27.43,"Traditional 1","UAMMW"
"9392","PW1MMW16","4/2/2016 19:10",7.974,0.741,8.98,19.24,27.43,"Traditional 1","UAMMW"
"9393","PW1MMW16","4/2/2016 19:20",7.967,0.744,8.57,18.91,27.43,"Traditional 1","UAMMW"
"9394","PW1MMW16","4/2/2016 19:30",7.962,0.748,8.22,18.54,27.43,"Traditional 1","UAMMW"
"9395","PW1MMW16","4/2/2016 19:40",7.958,0.752,7.934,18.15,27.43,"Traditional 1","UAMMW"
"9396","PW1MMW16","4/2/2016 19:50",7.954,0.756,7.721,17.81,27.43,"Traditional 1","UAMMW"
"9397","PW1MMW16","4/2/2016 20:00",7.95,0.759,7.558,17.53,27.43,"Traditional 1","UAMMW"
"9398","PW1MMW16","4/2/2016 20:10",7.947,0.762,7.426,17.25,27.43,"Traditional 1","UAMMW"
"9399","PW1MMW16","4/2/2016 20:20",7.946,0.765,7.317,16.97,27.43,"Traditional 1","UAMMW"
"9400","PW1MMW16","4/2/2016 20:30",7.948,0.769,7.238,16.7,27.43,"Traditional 1","UAMMW"
"9401","PW1MMW16","4/2/2016 20:40",7.949,0.773,7.177,16.43,27.43,"Traditional 1","UAMMW"
"9402","PW1MMW16","4/2/2016 20:50",7.95,0.776,7.131,16.14,27.43,"Traditional 1","UAMMW"
"9403","PW1MMW16","4/2/2016 21:00",7.952,0.779,7.113,15.86,27.43,"Traditional 1","UAMMW"
"9404","PW1MMW16","4/2/2016 21:10",7.954,0.782,7.112,15.61,27.43,"Traditional 1","UAMMW"
"9405","PW1MMW16","4/2/2016 21:20",7.956,0.785,7.115,15.36,27.43,"Traditional 1","UAMMW"
"9406","PW1MMW16","4/2/2016 21:30",7.959,0.788,7.136,15.13,27.43,"Traditional 1","UAMMW"
"9407","PW1MMW16","4/2/2016 21:40",7.983,0.79,7.183,14.95,27.43,"Traditional 1","UAMMW"
"9408","PW1MMW16","4/2/2016 21:50",8.03,0.792,7.221,14.77,27.43,"Traditional 1","UAMMW"
"9409","PW1MMW16","4/2/2016 22:00",8.02,0.793,7.259,14.59,27.43,"Traditional 1","UAMMW"
"9410","PW1MMW16","4/2/2016 22:10",8.02,0.794,7.311,14.4,27.43,"Traditional 1","UAMMW"
"9411","PW1MMW16","4/2/2016 22:20",8.02,0.795,7.354,14.23,27.43,"Traditional 1","UAMMW"
"9412","PW1MMW16","4/2/2016 22:30",8.03,0.797,7.392,14.06,27.43,"Traditional 1","UAMMW"
"9413","PW1MMW16","4/2/2016 22:40",8.03,0.798,7.436,13.87,27.43,"Traditional 1","UAMMW"
"9414","PW1MMW16","4/2/2016 22:50",8.03,0.8,7.485,13.68,27.43,"Traditional 1","UAMMW"
"9415","PW1MMW16","4/2/2016 23:00",8.03,0.8,7.532,13.49,27.43,"Traditional 1","UAMMW"
"9416","PW1MMW16","4/2/2016 23:10",8.03,0.801,7.582,13.29,27.43,"Traditional 1","UAMMW"
"9417","PW1MMW16","4/2/2016 23:20",8.03,0.802,7.639,13.12,27.43,"Traditional 1","UAMMW"
"9418","PW1MMW16","4/2/2016 23:30",8.05,0.803,7.696,12.95,27.43,"Traditional 1","UAMMW"
"9419","PW1MMW16","4/2/2016 23:40",8.05,0.805,7.746,12.78,27.43,"Traditional 1","UAMMW"
"9420","PW1MMW16","4/2/2016 23:50",8.03,0.806,7.793,12.61,27.43,"Traditional 1","UAMMW"
"9421","PW1MMW16","4/3/2016 0:00",8.02,0.807,7.841,12.44,27.43,"Traditional 1","UAMMW"
"9422","PW1MMW16","4/3/2016 0:10",8.03,0.809,7.894,12.26,27.43,"Traditional 1","UAMMW"
"9423","PW1MMW16","4/3/2016 0:20",8.04,0.811,7.952,12.12,27.43,"Traditional 1","UAMMW"
"9424","PW1MMW16","4/3/2016 0:30",8.04,0.812,8.01,11.97,27.43,"Traditional 1","UAMMW"
"9425","PW1MMW16","4/3/2016 0:40",8.04,0.814,8.06,11.8,27.43,"Traditional 1","UAMMW"
"9426","PW1MMW16","4/3/2016 0:50",8.04,0.815,8.12,11.66,27.43,"Traditional 1","UAMMW"
"9427","PW1MMW16","4/3/2016 1:00",8.05,0.815,8.17,11.51,27.43,"Traditional 1","UAMMW"
"9428","PW1MMW16","4/3/2016 1:10",8.03,0.816,8.22,11.35,27.43,"Traditional 1","UAMMW"
"9429","PW1MMW16","4/3/2016 1:20",8.03,0.816,8.27,11.2,27.43,"Traditional 1","UAMMW"
"9430","PW1MMW16","4/3/2016 1:30",8.03,0.817,8.32,11.03,27.43,"Traditional 1","UAMMW"
"9431","PW1MMW16","4/3/2016 1:40",8.07,0.817,8.37,10.9,27.43,"Traditional 1","UAMMW"
"9432","PW1MMW16","4/3/2016 1:50",8.07,0.817,8.42,10.75,27.43,"Traditional 1","UAMMW"
"9433","PW1MMW16","4/3/2016 2:00",8.04,0.818,8.47,10.58,27.43,"Traditional 1","UAMMW"
"9434","PW1MMW16","4/3/2016 2:10",8.02,0.818,8.52,10.42,27.43,"Traditional 1","UAMMW"
"9435","PW1MMW16","4/3/2016 2:20",8.02,0.818,8.57,10.27,27.43,"Traditional 1","UAMMW"
"9436","PW1MMW16","4/3/2016 2:30",8.02,0.819,8.61,10.13,27.43,"Traditional 1","UAMMW"
"9437","PW1MMW16","4/3/2016 2:40",8.03,0.82,8.66,9.98,27.43,"Traditional 1","UAMMW"
"9438","PW1MMW16","4/3/2016 2:50",8.03,0.82,8.71,9.82,27.43,"Traditional 1","UAMMW"
"9439","PW1MMW16","4/3/2016 3:00",8.03,0.819,8.76,9.67,27.43,"Traditional 1","UAMMW"
"9440","PW1MMW16","4/3/2016 3:10",8.04,0.819,8.81,9.52,27.43,"Traditional 1","UAMMW"
"9441","PW1MMW16","4/3/2016 3:20",8.04,0.819,8.86,9.37,27.43,"Traditional 1","UAMMW"
"9442","PW1MMW16","4/3/2016 3:30",8.04,0.82,8.9,9.23,27.43,"Traditional 1","UAMMW"
"9443","PW1MMW16","4/3/2016 3:40",8.04,0.82,8.94,9.07,27.43,"Traditional 1","UAMMW"
"9444","PW1MMW16","4/3/2016 3:50",8.04,0.82,8.98,8.92,27.43,"Traditional 1","UAMMW"
"9445","PW1MMW16","4/3/2016 4:00",8.05,0.821,9.03,8.77,27.43,"Traditional 1","UAMMW"
"9446","PW1MMW16","4/3/2016 4:10",8.05,0.821,9.07,8.61,27.43,"Traditional 1","UAMMW"
"9447","PW1MMW16","4/3/2016 4:20",8.05,0.821,9.11,8.45,27.43,"Traditional 1","UAMMW"
"9448","PW1MMW16","4/3/2016 4:30",8.05,0.822,9.16,8.31,27.43,"Traditional 1","UAMMW"
"9449","PW1MMW16","4/3/2016 4:40",8.06,0.822,9.21,8.18,27.43,"Traditional 1","UAMMW"
"9450","PW1MMW16","4/3/2016 4:50",8.06,0.824,9.25,8.01,27.43,"Traditional 1","UAMMW"
"9451","PW1MMW16","4/3/2016 5:00",8.06,0.824,9.3,7.867,27.43,"Traditional 1","UAMMW"
"9452","PW1MMW16","4/3/2016 5:10",8.06,0.825,9.33,7.705,27.43,"Traditional 1","UAMMW"
"9453","PW1MMW16","4/3/2016 5:20",8.07,0.825,9.38,7.548,27.43,"Traditional 1","UAMMW"
"9454","PW1MMW16","4/3/2016 5:30",8.07,0.826,9.42,7.404,27.43,"Traditional 1","UAMMW"
"9455","PW1MMW16","4/3/2016 5:40",8.07,0.827,9.46,7.273,27.43,"Traditional 1","UAMMW"
"9456","PW1MMW16","4/3/2016 5:50",8.07,0.827,9.51,7.132,27.43,"Traditional 1","UAMMW"
"9457","PW1MMW16","4/3/2016 6:00",8.08,0.828,9.55,6.986,27.43,"Traditional 1","UAMMW"
"9458","PW1MMW16","4/3/2016 6:10",8.08,0.828,9.61,6.844,27.43,"Traditional 1","UAMMW"
"9459","PW1MMW16","4/3/2016 6:20",7.964,0.829,9.7,6.695,27.64,"Traditional 1","UAMMW"
"9460","PW1MMW16","4/3/2016 6:30",7.882,0.83,9.85,6.595,27.64,"Traditional 1","UAMMW"
"9461","PW1MMW16","4/3/2016 6:40",7.917,0.831,10.07,6.487,27.64,"Traditional 1","UAMMW"
"9462","PW1MMW16","4/3/2016 6:50",7.962,0.834,10.35,6.456,27.64,"Traditional 1","UAMMW"
"9463","PW1MMW16","4/3/2016 7:00",8.01,0.836,10.7,6.429,27.64,"Traditional 1","UAMMW"
"9464","PW1MMW16","4/3/2016 7:10",7.969,0.839,11.08,6.436,27.81,"Traditional 1","UAMMW"
"9465","PW1MMW16","4/3/2016 7:20",7.952,0.833,11.5,6.508,27.81,"Traditional 1","UAMMW"
"9466","PW1MMW16","4/3/2016 7:30",8.02,0.836,11.97,6.608,28.01,"Traditional 1","UAMMW"
"9467","PW1MMW16","4/3/2016 7:40",7.933,0.849,12.47,6.77,28.01,"Traditional 1","UAMMW"
"9468","PW1MMW16","4/3/2016 7:50",8.01,0.853,13,6.956,28.01,"Traditional 1","UAMMW"
"9469","PW1MMW16","4/3/2016 8:00",7.984,0.856,13.51,7.2,28.2,"Traditional 1","UAMMW"
"9470","PW1MMW16","4/3/2016 8:10",7.975,0.857,14.01,7.484,28.36,"Traditional 1","UAMMW"
"9471","PW1MMW16","4/3/2016 8:20",8.01,0.857,14.51,7.782,28.57,"Traditional 1","UAMMW"
"9472","PW1MMW16","4/3/2016 8:30",7.971,0.857,14.98,8.14,28.57,"Traditional 1","UAMMW"
"9473","PW1MMW16","4/3/2016 8:40",8.01,0.855,15.43,8.51,28.7,"Traditional 1","UAMMW"
"9474","PW1MMW16","4/3/2016 8:50",7.999,0.852,15.84,8.94,28.92,"Traditional 1","UAMMW"
"9475","PW1MMW16","4/3/2016 9:00",8,0.85,16.24,9.4,29.01,"Traditional 1","UAMMW"
"9476","PW1MMW16","4/3/2016 9:10",7.972,0.848,16.61,9.87,29.12,"Traditional 1","UAMMW"
"9477","PW1MMW16","4/3/2016 9:20",7.984,0.845,16.94,10.4,29.29,"Traditional 1","UAMMW"
"9478","PW1MMW16","4/3/2016 9:30",7.984,0.844,17.23,10.92,29.5,"Traditional 1","UAMMW"
"9479","PW1MMW16","4/3/2016 9:40",8,0.84,17.5,11.46,29.69,"Traditional 1","UAMMW"
"9480","PW1MMW16","4/3/2016 9:50",8.01,0.834,17.72,12.01,29.9,"Traditional 1","UAMMW"
"9481","PW1MMW16","4/3/2016 10:00",7.998,0.825,17.85,12.56,29.93,"Traditional 1","UAMMW"
"9482","PW1MMW16","4/3/2016 10:10",7.995,0.825,17.94,13.13,30.08,"Traditional 1","UAMMW"
"9483","PW1MMW16","4/3/2016 10:20",7.997,0.825,18,13.72,30.3,"Traditional 1","UAMMW"
"9484","PW1MMW16","4/3/2016 10:30",8,0.821,18.32,14.31,30.51,"Traditional 1","UAMMW"
"9485","PW1MMW16","4/3/2016 10:40",7.997,0.815,18.64,14.93,30.71,"Traditional 1","UAMMW"
"9486","PW1MMW16","4/3/2016 10:50",8.01,0.806,18.96,15.54,30.94,"Traditional 1","UAMMW"
"9487","PW1MMW16","4/3/2016 11:00",7.98,0.796,19.19,16.15,31.09,"Traditional 1","UAMMW"
"9488","PW1MMW16","4/3/2016 11:10",8.01,0.783,19,16.7,31.49,"Traditional 1","UAMMW"
"9489","PW1MMW16","4/3/2016 11:20",7.997,0.765,19.21,17.29,31.68,"Traditional 1","UAMMW"
"9490","PW1MMW16","4/3/2016 11:30",8.01,0.741,19.56,17.86,31.87,"Traditional 1","UAMMW"
"9491","PW1MMW16","4/3/2016 11:40",8.01,0.707,20.19,18.4,32.25,"Traditional 1","UAMMW"
"9492","PW1MMW16","4/3/2016 11:50",8.01,0.709,20.52,18.93,32.45,"Traditional 1","UAMMW"
"9493","PW1MMW16","4/3/2016 12:00",8.01,0.745,20.83,19.48,32.84,"Traditional 1","UAMMW"
"9494","PW1MMW16","4/3/2016 12:10",8.02,0.731,20.96,19.99,33.2,"Traditional 1","UAMMW"
"9495","PW1MMW16","4/3/2016 12:20",8.01,0.723,21.49,20.46,33.4,"Traditional 1","UAMMW"
"9496","PW1MMW16","4/3/2016 12:30",8.01,0.717,21.54,20.92,33.82,"Traditional 1","UAMMW"
"9497","PW1MMW16","4/3/2016 12:40",8.01,0.714,21.62,21.42,34.17,"Traditional 1","UAMMW"
"9498","PW1MMW16","4/3/2016 12:50",8.01,0.752,22.13,21.92,34.5,"Traditional 1","UAMMW"
