"","Batch","TIMESTAMP","pH","EC","DO","Temp","CO2","Reactor_information","Experiment"
"1","PW1MMW16","1/28/2016 14:00",8.54,0.741,7.701,14.36,0.006,"Traditional 1","UAMMW"
"2","PW1MMW16","1/28/2016 14:10",8.43,0.762,NA,15.13,1.435,"Traditional 1","UAMMW"
"3","PW1MMW16","1/28/2016 14:20",7.986,0.763,10.49,15.37,1.435,"Traditional 1","UAMMW"
"4","PW1MMW16","1/28/2016 14:30",8,0.763,10.49,15.61,1.636,"Traditional 1","UAMMW"
"5","PW1MMW16","1/28/2016 14:40",8.01,0.763,10.44,15.82,1.837,"Traditional 1","UAMMW"
"6","PW1MMW16","1/28/2016 14:50",7.995,0.764,10.34,15.99,1.837,"Traditional 1","UAMMW"
"7","PW1MMW16","1/28/2016 15:00",7.996,0.764,10.2,16.15,2.039,"Traditional 1","UAMMW"
"8","PW1MMW16","1/28/2016 15:10",8.02,0.764,9.85,16.32,2.218,"Traditional 1","UAMMW"
"9","PW1MMW16","1/28/2016 15:20",7.985,0.765,9.72,16.46,2.222,"Traditional 1","UAMMW"
"10","PW1MMW16","1/28/2016 15:30",8.01,0.765,9.64,16.54,2.413,"Traditional 1","UAMMW"
"11","PW1MMW16","1/28/2016 15:40",8,0.765,9.5,16.52,2.413,"Traditional 1","UAMMW"
"12","PW1MMW16","1/28/2016 15:50",7.993,0.765,9.35,16.45,2.601,"Traditional 1","UAMMW"
"13","PW1MMW16","1/28/2016 16:00",8.01,0.764,9.28,16.42,2.794,"Traditional 1","UAMMW"
"14","PW1MMW16","1/28/2016 16:10",8,0.765,9.28,16.38,2.794,"Traditional 1","UAMMW"
"15","PW1MMW16","1/28/2016 16:20",7.99,0.765,9.31,16.34,2.993,"Traditional 1","UAMMW"
"16","PW1MMW16","1/28/2016 16:30",8.01,0.766,9.27,16.25,3.179,"Traditional 1","UAMMW"
"17","PW1MMW16","1/28/2016 16:40",8.01,0.765,9.23,16.13,3.179,"Traditional 1","UAMMW"
"18","PW1MMW16","1/28/2016 16:50",7.992,0.765,9.17,15.98,3.358,"Traditional 1","UAMMW"
"19","PW1MMW16","1/28/2016 17:00",8.01,0.765,9.04,15.8,3.542,"Traditional 1","UAMMW"
"20","PW1MMW16","1/28/2016 17:10",7.997,0.764,8.95,15.58,3.542,"Traditional 1","UAMMW"
"21","PW1MMW16","1/28/2016 17:20",7.999,0.763,8.82,15.36,3.719,"Traditional 1","UAMMW"
"22","PW1MMW16","1/28/2016 17:30",8,0.762,8.68,15.15,3.719,"Traditional 1","UAMMW"
"23","PW1MMW16","1/28/2016 17:40",8,0.761,8.56,14.94,3.891,"Traditional 1","UAMMW"
"24","PW1MMW16","1/28/2016 17:50",7.999,0.76,8.4,14.73,3.891,"Traditional 1","UAMMW"
"25","PW1MMW16","1/28/2016 18:00",8.02,0.759,8.24,14.52,4.049,"Traditional 1","UAMMW"
"26","PW1MMW16","1/28/2016 18:10",7.973,0.758,8.1,14.33,4.049,"Traditional 1","UAMMW"
"27","PW1MMW16","1/28/2016 18:20",8.01,0.757,7.978,14.15,4.049,"Traditional 1","UAMMW"
"28","PW1MMW16","1/28/2016 18:30",8.02,0.755,7.881,13.98,4.136,"Traditional 1","UAMMW"
"29","PW1MMW16","1/28/2016 18:40",7.993,0.754,7.797,13.8,4.136,"Traditional 1","UAMMW"
"30","PW1MMW16","1/28/2016 18:50",8.03,0.753,7.741,13.62,4.136,"Traditional 1","UAMMW"
"31","PW1MMW16","1/28/2016 19:00",8,0.752,7.718,13.46,4.136,"Traditional 1","UAMMW"
"32","PW1MMW16","1/28/2016 19:10",8.02,0.751,7.711,13.28,4.136,"Traditional 1","UAMMW"
"33","PW1MMW16","1/28/2016 19:20",8.05,0.751,7.7,13.09,4.136,"Traditional 1","UAMMW"
"34","PW1MMW16","1/28/2016 19:30",8.09,0.75,7.683,12.92,4.136,"Traditional 1","UAMMW"
"35","PW1MMW16","1/28/2016 19:40",8.12,0.75,7.701,12.74,4.136,"Traditional 1","UAMMW"
"36","PW1MMW16","1/28/2016 19:50",8.14,0.749,7.708,12.56,4.136,"Traditional 1","UAMMW"
"37","PW1MMW16","1/28/2016 20:00",8.17,0.749,7.726,12.39,4.136,"Traditional 1","UAMMW"
"38","PW1MMW16","1/28/2016 20:10",8.19,0.749,7.734,12.22,4.136,"Traditional 1","UAMMW"
"39","PW1MMW16","1/28/2016 20:20",8.21,0.748,7.754,12.04,4.136,"Traditional 1","UAMMW"
"40","PW1MMW16","1/28/2016 20:30",8.23,0.748,7.761,11.83,4.136,"Traditional 1","UAMMW"
"41","PW1MMW16","1/28/2016 20:40",8.25,0.747,7.81,11.66,4.136,"Traditional 1","UAMMW"
"42","PW1MMW16","1/28/2016 20:50",8.27,0.747,7.823,11.48,4.136,"Traditional 1","UAMMW"
"43","PW1MMW16","1/28/2016 21:00",8.28,0.747,7.854,11.28,4.136,"Traditional 1","UAMMW"
"44","PW1MMW16","1/28/2016 21:10",8.3,0.747,7.852,11.11,4.136,"Traditional 1","UAMMW"
"45","PW1MMW16","1/28/2016 21:20",8.31,0.747,7.859,10.91,4.136,"Traditional 1","UAMMW"
"46","PW1MMW16","1/28/2016 21:30",8.32,0.747,7.904,10.72,4.136,"Traditional 1","UAMMW"
"47","PW1MMW16","1/28/2016 21:40",8.33,0.747,7.942,10.53,4.136,"Traditional 1","UAMMW"
"48","PW1MMW16","1/28/2016 21:50",8.34,0.747,7.962,10.33,4.136,"Traditional 1","UAMMW"
"49","PW1MMW16","1/28/2016 22:00",8.35,0.747,7.998,10.13,4.136,"Traditional 1","UAMMW"
"50","PW1MMW16","1/28/2016 22:10",8.36,0.746,8.03,9.94,4.136,"Traditional 1","UAMMW"
"51","PW1MMW16","1/28/2016 22:20",8.37,0.746,8.08,9.75,4.136,"Traditional 1","UAMMW"
"52","PW1MMW16","1/28/2016 22:30",8.37,0.745,8.1,9.58,4.136,"Traditional 1","UAMMW"
"53","PW1MMW16","1/28/2016 22:40",8.38,0.745,8.15,9.4,4.136,"Traditional 1","UAMMW"
"54","PW1MMW16","1/28/2016 22:50",8.38,0.744,8.15,9.23,4.136,"Traditional 1","UAMMW"
"55","PW1MMW16","1/28/2016 23:00",8.39,0.743,7.966,9.06,4.136,"Traditional 1","UAMMW"
"56","PW1MMW16","1/28/2016 23:10",8.4,0.743,8.01,8.85,4.136,"Traditional 1","UAMMW"
"57","PW1MMW16","1/28/2016 23:20",8.4,0.743,8.04,8.68,4.136,"Traditional 1","UAMMW"
"58","PW1MMW16","1/28/2016 23:30",8.41,0.743,8.07,8.51,4.136,"Traditional 1","UAMMW"
"59","PW1MMW16","1/28/2016 23:40",8.41,0.743,8.09,8.33,4.136,"Traditional 1","UAMMW"
"60","PW1MMW16","1/28/2016 23:50",8.42,0.743,8.14,8.15,4.136,"Traditional 1","UAMMW"
"61","PW1MMW16","1/29/2016 0:00",8.42,0.743,8.15,7.982,4.136,"Traditional 1","UAMMW"
"62","PW1MMW16","1/29/2016 0:10",8.43,0.743,8.16,7.798,4.136,"Traditional 1","UAMMW"
"63","PW1MMW16","1/29/2016 0:20",8.43,0.743,8.22,7.62,4.136,"Traditional 1","UAMMW"
"64","PW1MMW16","1/29/2016 0:30",8.44,0.743,8.27,7.498,4.136,"Traditional 1","UAMMW"
"65","PW1MMW16","1/29/2016 0:40",8.44,0.742,8.3,7.323,4.136,"Traditional 1","UAMMW"
"66","PW1MMW16","1/29/2016 0:50",8.44,0.741,8.33,7.158,4.136,"Traditional 1","UAMMW"
"67","PW1MMW16","1/29/2016 1:00",8.44,0.741,8.36,7.004,4.136,"Traditional 1","UAMMW"
"68","PW1MMW16","1/29/2016 1:10",8.44,0.739,8.39,6.837,4.136,"Traditional 1","UAMMW"
"69","PW1MMW16","1/29/2016 1:20",8.45,0.739,8.42,6.682,4.136,"Traditional 1","UAMMW"
"70","PW1MMW16","1/29/2016 1:30",8.45,0.738,8.45,6.51,4.136,"Traditional 1","UAMMW"
"71","PW1MMW16","1/29/2016 1:40",8.45,0.737,8.48,6.351,4.136,"Traditional 1","UAMMW"
"72","PW1MMW16","1/29/2016 1:50",8.45,0.737,8.5,6.183,4.136,"Traditional 1","UAMMW"
"73","PW1MMW16","1/29/2016 2:00",8.45,0.737,8.53,6.013,4.136,"Traditional 1","UAMMW"
"74","PW1MMW16","1/29/2016 2:10",8.46,0.732,8.56,5.857,4.136,"Traditional 1","UAMMW"
"75","PW1MMW16","1/29/2016 2:20",8.46,0.727,8.59,5.696,4.136,"Traditional 1","UAMMW"
"76","PW1MMW16","1/29/2016 2:30",8.46,0.726,8.62,5.542,4.136,"Traditional 1","UAMMW"
"77","PW1MMW16","1/29/2016 2:40",8.46,0.726,8.65,5.388,4.136,"Traditional 1","UAMMW"
"78","PW1MMW16","1/29/2016 2:50",8.47,0.725,8.68,5.21,4.136,"Traditional 1","UAMMW"
"79","PW1MMW16","1/29/2016 3:00",8.47,0.725,8.7,5.048,4.136,"Traditional 1","UAMMW"
"80","PW1MMW16","1/29/2016 3:10",8.47,0.724,8.72,4.882,4.136,"Traditional 1","UAMMW"
"81","PW1MMW16","1/29/2016 3:20",8.47,0.724,8.75,4.719,4.136,"Traditional 1","UAMMW"
"82","PW1MMW16","1/29/2016 3:30",8.48,0.724,8.78,4.564,4.136,"Traditional 1","UAMMW"
"83","PW1MMW16","1/29/2016 3:40",8.48,0.724,8.82,4.419,4.136,"Traditional 1","UAMMW"
"84","PW1MMW16","1/29/2016 3:50",8.48,0.724,8.85,4.293,4.136,"Traditional 1","UAMMW"
"85","PW1MMW16","1/29/2016 4:00",8.49,0.736,8.88,4.155,4.136,"Traditional 1","UAMMW"
"86","PW1MMW16","1/29/2016 4:10",8.49,0.736,8.91,4.02,4.136,"Traditional 1","UAMMW"
"87","PW1MMW16","1/29/2016 4:20",8.49,0.736,8.93,3.887,4.136,"Traditional 1","UAMMW"
"88","PW1MMW16","1/29/2016 4:30",8.49,0.735,8.96,3.76,4.136,"Traditional 1","UAMMW"
"89","PW1MMW16","1/29/2016 4:40",8.49,0.735,8.99,3.631,4.136,"Traditional 1","UAMMW"
"90","PW1MMW16","1/29/2016 4:50",8.49,0.734,9.02,3.516,4.136,"Traditional 1","UAMMW"
"91","PW1MMW16","1/29/2016 5:00",8.49,0.734,9.05,3.4,4.136,"Traditional 1","UAMMW"
"92","PW1MMW16","1/29/2016 5:10",8.49,0.733,9.08,3.272,4.136,"Traditional 1","UAMMW"
"93","PW1MMW16","1/29/2016 5:20",8.49,0.732,9.1,3.135,4.136,"Traditional 1","UAMMW"
"94","PW1MMW16","1/29/2016 5:30",8.49,0.732,9.12,3.012,4.136,"Traditional 1","UAMMW"
"95","PW1MMW16","1/29/2016 5:40",8.49,0.731,9.15,2.9,4.136,"Traditional 1","UAMMW"
"96","PW1MMW16","1/29/2016 5:50",8.49,0.73,9.17,2.765,4.136,"Traditional 1","UAMMW"
"97","PW1MMW16","1/29/2016 6:00",8.48,0.729,9.19,2.65,4.136,"Traditional 1","UAMMW"
"98","PW1MMW16","1/29/2016 6:10",8.48,0.728,9.21,2.527,4.136,"Traditional 1","UAMMW"
"99","PW1MMW16","1/29/2016 6:20",8.48,0.729,9.23,2.415,4.136,"Traditional 1","UAMMW"
"100","PW1MMW16","1/29/2016 6:30",8.48,0.728,9.25,2.287,4.136,"Traditional 1","UAMMW"
"101","PW1MMW16","1/29/2016 6:40",8.49,0.728,9.28,2.163,4.136,"Traditional 1","UAMMW"
"102","PW1MMW16","1/29/2016 6:50",8.49,0.728,9.3,2.047,4.136,"Traditional 1","UAMMW"
"103","PW1MMW16","1/29/2016 7:00",8.49,0.728,9.33,1.927,4.136,"Traditional 1","UAMMW"
"104","PW1MMW16","1/29/2016 7:10",8.49,0.728,9.36,1.819,4.136,"Traditional 1","UAMMW"
"105","PW1MMW16","1/29/2016 7:20",8.49,0.728,9.47,1.699,4.264,"Traditional 1","UAMMW"
"106","PW1MMW16","1/29/2016 7:30",8.08,0.729,9.56,1.595,4.913,"Traditional 1","UAMMW"
"107","PW1MMW16","1/29/2016 7:40",7.943,0.729,9.66,1.505,4.913,"Traditional 1","UAMMW"
"108","PW1MMW16","1/29/2016 7:50",7.981,0.73,9.83,1.466,4.913,"Traditional 1","UAMMW"
"109","PW1MMW16","1/29/2016 8:00",8.03,0.732,10.02,1.432,5.072,"Traditional 1","UAMMW"
"110","PW1MMW16","1/29/2016 8:10",7.968,0.735,10.21,1.429,5.165,"Traditional 1","UAMMW"
"111","PW1MMW16","1/29/2016 8:20",8,0.738,10.36,1.478,5.269,"Traditional 1","UAMMW"
"112","PW1MMW16","1/29/2016 8:30",7.982,0.742,10.47,1.555,5.34,"Traditional 1","UAMMW"
"113","PW1MMW16","1/29/2016 8:40",8.03,0.745,10.53,1.656,5.34,"Traditional 1","UAMMW"
"114","PW1MMW16","1/29/2016 8:50",7.988,0.747,10.58,1.796,5.587,"Traditional 1","UAMMW"
"115","PW1MMW16","1/29/2016 9:00",7.994,0.748,10.63,1.971,5.587,"Traditional 1","UAMMW"
"116","PW1MMW16","1/29/2016 9:10",8.03,0.749,10.7,2.186,5.849,"Traditional 1","UAMMW"
"117","PW1MMW16","1/29/2016 9:20",7.97,0.751,10.75,2.418,5.849,"Traditional 1","UAMMW"
"118","PW1MMW16","1/29/2016 9:30",8.01,0.751,10.78,2.685,5.849,"Traditional 1","UAMMW"
"119","PW1MMW16","1/29/2016 9:40",8,0.753,10.8,2.976,6.092,"Traditional 1","UAMMW"
"120","PW1MMW16","1/29/2016 9:50",7.981,0.754,10.78,3.294,6.092,"Traditional 1","UAMMW"
"121","PW1MMW16","1/29/2016 10:00",8.03,0.755,10.75,3.629,6.092,"Traditional 1","UAMMW"
"122","PW1MMW16","1/29/2016 10:10",7.983,0.756,10.68,4.002,6.309,"Traditional 1","UAMMW"
"123","PW1MMW16","1/29/2016 10:20",7.995,0.757,10.6,4.4,6.309,"Traditional 1","UAMMW"
"124","PW1MMW16","1/29/2016 10:30",8.03,0.754,10.5,4.799,6.315,"Traditional 1","UAMMW"
"125","PW1MMW16","1/29/2016 10:40",7.977,0.751,10.38,5.229,6.542,"Traditional 1","UAMMW"
"126","PW1MMW16","1/29/2016 10:50",7.989,0.753,10.25,5.666,6.542,"Traditional 1","UAMMW"
"127","PW1MMW16","1/29/2016 11:00",8.02,0.757,10.11,6.135,6.542,"Traditional 1","UAMMW"
"128","PW1MMW16","1/29/2016 11:10",7.979,0.761,9.99,6.592,6.766,"Traditional 1","UAMMW"
"129","PW1MMW16","1/29/2016 11:20",7.999,0.763,9.84,7.084,6.766,"Traditional 1","UAMMW"
"130","PW1MMW16","1/29/2016 11:30",8.03,0.764,9.74,7.564,6.96,"Traditional 1","UAMMW"
"131","PW1MMW16","1/29/2016 11:40",7.977,0.766,9.62,8.05,6.96,"Traditional 1","UAMMW"
"132","PW1MMW16","1/29/2016 11:50",8.02,0.767,9.52,8.54,6.96,"Traditional 1","UAMMW"
"133","PW1MMW16","1/29/2016 12:00",7.997,0.768,9.43,9.02,7.173,"Traditional 1","UAMMW"
"134","PW1MMW16","1/29/2016 12:10",7.995,0.769,9.34,9.53,7.173,"Traditional 1","UAMMW"
"135","PW1MMW16","1/29/2016 12:20",8.02,0.771,9.28,10.03,7.366,"Traditional 1","UAMMW"
"136","PW1MMW16","1/29/2016 12:30",7.982,0.772,9.19,10.5,7.366,"Traditional 1","UAMMW"
"137","PW1MMW16","1/29/2016 12:40",8.03,0.772,9.13,10.98,7.379,"Traditional 1","UAMMW"
"138","PW1MMW16","1/29/2016 12:50",7.981,0.773,9.09,11.45,7.564,"Traditional 1","UAMMW"
"139","PW1MMW16","1/29/2016 13:00",8.02,0.774,9.19,11.89,7.564,"Traditional 1","UAMMW"
"140","PW1MMW16","1/29/2016 13:10",7.991,0.775,9.13,12.33,7.755,"Traditional 1","UAMMW"
"141","PW1MMW16","1/29/2016 13:20",8.02,0.775,9.06,12.75,7.755,"Traditional 1","UAMMW"
"142","PW1MMW16","1/29/2016 13:30",7.987,0.776,9,13.17,7.944,"Traditional 1","UAMMW"
"143","PW1MMW16","1/29/2016 13:40",8.02,0.777,9.01,13.57,8.13,"Traditional 1","UAMMW"
"144","PW1MMW16","1/29/2016 13:50",7.988,0.777,9.08,13.95,8.13,"Traditional 1","UAMMW"
"145","PW1MMW16","1/29/2016 14:00",8.01,0.778,9.15,14.3,8.32,"Traditional 1","UAMMW"
"146","PW1MMW16","1/29/2016 14:10",8.01,0.778,9.18,14.62,8.32,"Traditional 1","UAMMW"
"147","PW1MMW16","1/29/2016 14:20",7.999,0.778,9.22,14.89,8.5,"Traditional 1","UAMMW"
"148","PW1MMW16","1/29/2016 14:30",8,0.778,9.23,15.15,8.7,"Traditional 1","UAMMW"
"149","PW1MMW16","1/29/2016 14:40",8.02,0.776,9.01,15.3,8.89,"Traditional 1","UAMMW"
"150","PW1MMW16","1/29/2016 14:50",7.999,0.772,9.11,15.45,8.89,"Traditional 1","UAMMW"
"151","PW1MMW16","1/29/2016 15:00",8,0.778,9.27,15.6,9.08,"Traditional 1","UAMMW"
"152","PW1MMW16","1/29/2016 15:10",8,0.778,9.44,15.8,9.27,"Traditional 1","UAMMW"
"153","PW1MMW16","1/29/2016 15:20",8,0.779,9.67,15.99,9.44,"Traditional 1","UAMMW"
"154","PW1MMW16","1/29/2016 15:30",8.01,0.78,9.71,16.13,9.62,"Traditional 1","UAMMW"
"155","PW1MMW16","1/29/2016 15:40",8.01,0.78,9.84,16.3,9.81,"Traditional 1","UAMMW"
"156","PW1MMW16","1/29/2016 15:50",8.01,0.781,9.96,16.41,9.99,"Traditional 1","UAMMW"
"157","PW1MMW16","1/29/2016 16:00",8.01,0.78,9.91,16.37,10.18,"Traditional 1","UAMMW"
"158","PW1MMW16","1/29/2016 16:10",8.01,0.779,9.74,16.2,10.36,"Traditional 1","UAMMW"
"159","PW1MMW16","1/29/2016 16:20",8.01,0.779,9.63,16.07,10.55,"Traditional 1","UAMMW"
"160","PW1MMW16","1/29/2016 16:30",8,0.779,9.76,15.94,10.56,"Traditional 1","UAMMW"
"161","PW1MMW16","1/29/2016 16:40",8,0.778,10.11,15.78,10.74,"Traditional 1","UAMMW"
"162","PW1MMW16","1/29/2016 16:50",7.999,0.778,10.08,15.61,10.92,"Traditional 1","UAMMW"
"163","PW1MMW16","1/29/2016 17:00",8,0.778,10,15.42,11.09,"Traditional 1","UAMMW"
"164","PW1MMW16","1/29/2016 17:10",8.01,0.778,9.91,15.25,11.27,"Traditional 1","UAMMW"
"165","PW1MMW16","1/29/2016 17:20",8.01,0.777,9.8,15.09,11.27,"Traditional 1","UAMMW"
"166","PW1MMW16","1/29/2016 17:30",7.991,0.777,9.66,14.92,11.43,"Traditional 1","UAMMW"
"167","PW1MMW16","1/29/2016 17:40",8.02,0.776,9.48,14.73,11.61,"Traditional 1","UAMMW"
"168","PW1MMW16","1/29/2016 17:50",7.974,0.776,9.23,14.56,11.61,"Traditional 1","UAMMW"
"169","PW1MMW16","1/29/2016 18:00",8.02,0.775,8.96,14.34,11.61,"Traditional 1","UAMMW"
"170","PW1MMW16","1/29/2016 18:10",7.998,0.773,8.71,14.15,11.76,"Traditional 1","UAMMW"
"171","PW1MMW16","1/29/2016 18:20",7.983,0.772,8.48,13.95,11.76,"Traditional 1","UAMMW"
"172","PW1MMW16","1/29/2016 18:30",8.01,0.771,8.3,13.75,11.76,"Traditional 1","UAMMW"
"173","PW1MMW16","1/29/2016 18:40",8.05,0.769,8.18,13.59,11.76,"Traditional 1","UAMMW"
"174","PW1MMW16","1/29/2016 18:50",8.08,0.768,8.08,13.42,11.76,"Traditional 1","UAMMW"
"175","PW1MMW16","1/29/2016 19:00",8.11,0.767,8,13.24,11.76,"Traditional 1","UAMMW"
"176","PW1MMW16","1/29/2016 19:10",8.13,0.766,7.951,13.04,11.76,"Traditional 1","UAMMW"
"177","PW1MMW16","1/29/2016 19:20",8.15,0.765,7.916,12.86,11.76,"Traditional 1","UAMMW"
"178","PW1MMW16","1/29/2016 19:30",8.17,0.764,7.9,12.65,11.76,"Traditional 1","UAMMW"
"179","PW1MMW16","1/29/2016 19:40",8.19,0.763,7.892,12.47,11.76,"Traditional 1","UAMMW"
"180","PW1MMW16","1/29/2016 19:50",8.2,0.762,7.901,12.27,11.76,"Traditional 1","UAMMW"
"181","PW1MMW16","1/29/2016 20:00",8.22,0.761,7.916,12.08,11.76,"Traditional 1","UAMMW"
"182","PW1MMW16","1/29/2016 20:10",8.23,0.76,7.928,11.87,11.76,"Traditional 1","UAMMW"
"183","PW1MMW16","1/29/2016 20:20",8.24,0.76,7.938,11.68,11.76,"Traditional 1","UAMMW"
"184","PW1MMW16","1/29/2016 20:30",8.25,0.759,7.963,11.49,11.76,"Traditional 1","UAMMW"
"185","PW1MMW16","1/29/2016 20:40",8.26,0.759,7.998,11.29,11.76,"Traditional 1","UAMMW"
"186","PW1MMW16","1/29/2016 20:50",8.27,0.759,8.03,11.1,11.76,"Traditional 1","UAMMW"
"187","PW1MMW16","1/29/2016 21:00",8.28,0.758,8.06,10.9,11.76,"Traditional 1","UAMMW"
"188","PW1MMW16","1/29/2016 21:10",8.28,0.757,8.09,10.71,11.76,"Traditional 1","UAMMW"
"189","PW1MMW16","1/29/2016 21:20",8.29,0.757,7.906,10.52,11.76,"Traditional 1","UAMMW"
"190","PW1MMW16","1/29/2016 21:30",8.3,0.757,7.901,10.33,11.76,"Traditional 1","UAMMW"
"191","PW1MMW16","1/29/2016 21:40",8.3,0.757,7.947,10.15,11.76,"Traditional 1","UAMMW"
"192","PW1MMW16","1/29/2016 21:50",8.31,0.756,7.991,9.96,11.76,"Traditional 1","UAMMW"
"193","PW1MMW16","1/29/2016 22:00",8.32,0.756,8.03,9.77,11.76,"Traditional 1","UAMMW"
"194","PW1MMW16","1/29/2016 22:10",8.32,0.756,8.06,9.57,11.76,"Traditional 1","UAMMW"
"195","PW1MMW16","1/29/2016 22:20",8.33,0.755,8.11,9.38,11.76,"Traditional 1","UAMMW"
"196","PW1MMW16","1/29/2016 22:30",8.33,0.755,8.15,9.2,11.76,"Traditional 1","UAMMW"
"197","PW1MMW16","1/29/2016 22:40",8.33,0.755,8.21,9.02,11.76,"Traditional 1","UAMMW"
"198","PW1MMW16","1/29/2016 22:50",8.34,0.755,8.26,8.85,11.76,"Traditional 1","UAMMW"
"199","PW1MMW16","1/29/2016 23:00",8.34,0.755,8.3,8.68,11.76,"Traditional 1","UAMMW"
"200","PW1MMW16","1/29/2016 23:10",8.34,0.754,8.34,8.5,11.76,"Traditional 1","UAMMW"
"201","PW1MMW16","1/29/2016 23:20",8.34,0.754,8.38,8.34,11.76,"Traditional 1","UAMMW"
"202","PW1MMW16","1/29/2016 23:30",8.35,0.753,8.42,8.18,11.76,"Traditional 1","UAMMW"
"203","PW1MMW16","1/29/2016 23:40",8.35,0.753,8.45,8,11.76,"Traditional 1","UAMMW"
"204","PW1MMW16","1/29/2016 23:50",8.36,0.752,8.49,7.817,11.76,"Traditional 1","UAMMW"
"205","PW1MMW16","1/30/2016 0:00",8.36,0.75,8.53,7.652,11.76,"Traditional 1","UAMMW"
"206","PW1MMW16","1/30/2016 0:10",8.36,0.752,8.57,7.501,11.76,"Traditional 1","UAMMW"
"207","PW1MMW16","1/30/2016 0:20",8.37,0.752,8.6,7.332,11.76,"Traditional 1","UAMMW"
"208","PW1MMW16","1/30/2016 0:30",8.37,0.752,8.64,7.186,11.76,"Traditional 1","UAMMW"
"209","PW1MMW16","1/30/2016 0:40",8.37,0.752,8.69,7.04,11.76,"Traditional 1","UAMMW"
"210","PW1MMW16","1/30/2016 0:50",8.37,0.751,8.72,6.884,11.76,"Traditional 1","UAMMW"
"211","PW1MMW16","1/30/2016 1:00",8.37,0.751,8.76,6.734,11.76,"Traditional 1","UAMMW"
"212","PW1MMW16","1/30/2016 1:10",8.37,0.75,8.79,6.576,11.76,"Traditional 1","UAMMW"
"213","PW1MMW16","1/30/2016 1:20",8.38,0.75,8.83,6.43,11.76,"Traditional 1","UAMMW"
"214","PW1MMW16","1/30/2016 1:30",8.38,0.75,8.86,6.273,11.76,"Traditional 1","UAMMW"
"215","PW1MMW16","1/30/2016 1:40",8.38,0.75,8.89,6.112,11.76,"Traditional 1","UAMMW"
"216","PW1MMW16","1/30/2016 1:50",8.39,0.75,8.91,5.959,11.76,"Traditional 1","UAMMW"
"217","PW1MMW16","1/30/2016 2:00",8.39,0.75,8.94,5.801,11.76,"Traditional 1","UAMMW"
"218","PW1MMW16","1/30/2016 2:10",8.4,0.741,8.97,5.639,11.76,"Traditional 1","UAMMW"
"219","PW1MMW16","1/30/2016 2:20",8.4,0.742,9.01,5.506,11.76,"Traditional 1","UAMMW"
"220","PW1MMW16","1/30/2016 2:30",8.4,0.741,9.04,5.377,11.76,"Traditional 1","UAMMW"
"221","PW1MMW16","1/30/2016 2:40",8.4,0.741,9.08,5.252,11.76,"Traditional 1","UAMMW"
"222","PW1MMW16","1/30/2016 2:50",8.41,0.74,9.12,5.119,11.76,"Traditional 1","UAMMW"
"223","PW1MMW16","1/30/2016 3:00",8.41,0.739,9.15,4.986,11.76,"Traditional 1","UAMMW"
"224","PW1MMW16","1/30/2016 3:10",8.42,0.739,9.18,4.851,11.76,"Traditional 1","UAMMW"
"225","PW1MMW16","1/30/2016 3:20",8.42,0.739,9.22,4.722,11.76,"Traditional 1","UAMMW"
"226","PW1MMW16","1/30/2016 3:30",8.42,0.739,9.26,4.597,11.76,"Traditional 1","UAMMW"
"227","PW1MMW16","1/30/2016 3:40",8.42,0.738,9.3,4.482,11.76,"Traditional 1","UAMMW"
"228","PW1MMW16","1/30/2016 3:50",8.42,0.738,9.33,4.37,11.76,"Traditional 1","UAMMW"
"229","PW1MMW16","1/30/2016 4:00",8.43,0.737,9.37,4.256,11.76,"Traditional 1","UAMMW"
"230","PW1MMW16","1/30/2016 4:10",8.43,0.737,9.39,4.16,11.76,"Traditional 1","UAMMW"
"231","PW1MMW16","1/30/2016 4:20",8.43,0.737,9.42,4.046,11.76,"Traditional 1","UAMMW"
"232","PW1MMW16","1/30/2016 4:30",8.43,0.736,9.44,3.931,11.76,"Traditional 1","UAMMW"
"233","PW1MMW16","1/30/2016 4:40",8.43,0.736,9.47,3.825,11.76,"Traditional 1","UAMMW"
"234","PW1MMW16","1/30/2016 4:50",8.43,0.736,9.51,3.705,11.76,"Traditional 1","UAMMW"
"235","PW1MMW16","1/30/2016 5:00",8.44,0.735,9.53,3.596,11.76,"Traditional 1","UAMMW"
"236","PW1MMW16","1/30/2016 5:10",8.44,0.734,9.56,3.507,11.76,"Traditional 1","UAMMW"
"237","PW1MMW16","1/30/2016 5:20",8.44,0.734,9.58,3.386,11.76,"Traditional 1","UAMMW"
"238","PW1MMW16","1/30/2016 5:30",8.44,0.734,9.6,3.28,11.76,"Traditional 1","UAMMW"
"239","PW1MMW16","1/30/2016 5:40",8.44,0.733,9.63,3.161,11.76,"Traditional 1","UAMMW"
"240","PW1MMW16","1/30/2016 5:50",8.44,0.733,9.66,3.069,11.76,"Traditional 1","UAMMW"
"241","PW1MMW16","1/30/2016 6:00",8.44,0.733,9.69,2.963,11.76,"Traditional 1","UAMMW"
"242","PW1MMW16","1/30/2016 6:10",8.44,0.733,9.71,2.876,11.76,"Traditional 1","UAMMW"
"243","PW1MMW16","1/30/2016 6:20",8.44,0.733,9.74,2.776,11.76,"Traditional 1","UAMMW"
"244","PW1MMW16","1/30/2016 6:30",8.44,0.732,9.76,2.682,11.76,"Traditional 1","UAMMW"
"245","PW1MMW16","1/30/2016 6:40",8.45,0.732,9.79,2.582,11.76,"Traditional 1","UAMMW"
